VALIDATED_BY,PUBLICATION,VALID,VILLAGE,LOCATION,STATE_NEW,LATITUDE,LONGITUDE,LAT_LONG,COUNTY|PARISH,STATE_OLD,MONTH_TEXT,MONTH_NUM,DAY,,YEAR,IMAGE|PAGE,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,February,2,23,,1852, Image 4,
DAVIS,The Planters' banner ,1,,Franklin,LA,35.890746,-86.965691,"35.890746,-86.965691", Attakapas Co.,Lou.,April,4,3,,1852, Image 4,
DAVIS,The Planters' banner ,1,,Franklin,LA,35.890746,-86.965691,"35.890746,-86.965691", Attakapas Co.,Lou.,May,5,8,,1852, Image 4,
DAVIS,The Planters' banner ,1,,Franklin,LA,35.890746,-86.965691,"35.890746,-86.965691", Attakapas Co.,Lou.,March,3,13,,1852, Image 4,
DAVIS,The Planters' banner ,1,,Franklin,LA,35.890746,-86.965691,"35.890746,-86.965691", Attakapas Co.,Lou.,April,4,10,,1852, Image 4,
DAVIS,The Planters' banner ,1,,Franklin,LA,35.890746,-86.965691,"35.890746,-86.965691", Attakapas Co.,Lou.,January,1,24,,1852, Image 4,
DAVIS,Spirit of Jefferson ,1,,Charles Town,WV,38.459992,-85.615235,"38.459992,-85.615235",,Va. [W. Va.],April,4,19,,1853, Image 5,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,February,2,28,,1854, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,1,,1854, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,3,,1854, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,February,2,25,,1854, Image 4,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,February,2,24,,1854, Image 3,
DAVIS,Thibodaux minerva ,1,,Thibodaux,LA,29.808328,-90.750268,"29.808328,-90.750268",,La.,December,12,30,,1854, Image 2,
DAVIS,Burlington tri-weekly hawk-eye ,1,,Burlington,IA,36.029833,-79.49161,"36.029833,-79.49161",,Iowa,May,5,16,,1855, Image 4,
DAVIS,Thibodaux minerva ,1,,Thibodaux,LA,29.808328,-90.750268,"29.808328,-90.750268",,La.,January,1,6,,1855, Image 4,
DAVIS,Thibodaux minerva ,1,,Thibodaux,LA,29.808328,-90.750268,"29.808328,-90.750268",,La.,January,1,20,,1855, Image 1,
DAVIS,Thibodaux minerva ,1,,Thibodaux,LA,29.808328,-90.750268,"29.808328,-90.750268",,La.,January,1,27,,1855, Image 1,
DAVIS,Grass Valley telegraph ,1,,Grass Valley,CA,39.196288,-120.95855,"39.196288,-120.95855",,Calif.,February,2,12,,1856, Image 3,
DAVIS,Grass Valley telegraph ,1,,Grass Valley,CA,39.196288,-120.95855,"39.196288,-120.95855",,Calif.,March,3,18,,1856, Image 3,
DAVIS,Grass Valley telegraph ,1,,Grass Valley,CA,39.196288,-120.95855,"39.196288,-120.95855",,Calif.,May,5,13,,1856, Image 3,
DAVIS,Grass Valley telegraph ,1,,Grass Valley,CA,39.196288,-120.95855,"39.196288,-120.95855",,Calif.,March,3,4,,1856, Image 3,
DAVIS,Grass Valley telegraph ,1,,Grass Valley,CA,39.196288,-120.95855,"39.196288,-120.95855",,Calif.,March,3,11,,1856, Image 3,
DAVIS,Evening star ,1,,Washington,DC,47.407324,-120.5758,"47.407324,-120.5758",,D.C.,January,1,18,,1856, Image 3,
DAVIS,Arkansas true Democrat ,1,,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,May,5,25,,1858, Image 4,
DAVIS,Arkansas true Democrat ,1,,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,May,5,18,,1858, Image 4,
DAVIS,Arkansas true Democrat ,1,,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,April,4,13,,1858, Image 1,
DAVIS,Arkansas true Democrat ,1,,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,April,4,20,,1858, Image 1,
DAVIS,Washington telegraph ,1,,Washington,AR,47.407324,-120.5758,"47.407324,-120.5758",,Ark.,March,3,3,,1858, Image 3,
DAVIS,Arkansas intelligencer ,1,,Van Buren,AR,35.496491,-94.299086,"35.496491,-94.299086",,Ark.,July,7,9,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,August,8,21,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,July,7,31,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,January,1,30,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,February,2,27,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,December,12,4,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,June,6,26,,1858, Image 4,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,February,2,6,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,February,2,20,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,October,10,16,,1858, Image 1,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,May,5,15,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,June,6,5,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,October,10,23,,1858, Image 1,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,November,11,13,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,August,8,14,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,July,7,24,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,May,5,29,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,March,3,20,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,April,4,17,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,May,5,8,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,April,4,3,,1858, Image 3,
DAVIS,Mountain Democrat ,1,,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,April,4,10,,1858, Image 3,
DAVIS,The Opelousas patriot ,1,,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,October,10,23,,1858, Image 2,
DAVIS,The Opelousas patriot ,1,,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,November,11,20,,1858, Image 1,
DAVIS,The Opelousas patriot ,1,,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,December,12,18,,1858, Image 1,
DAVIS,The Opelousas patriot ,1,,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,November,11,6,,1858, Image 3,
DAVIS,The Opelousas patriot ,1,,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,December,12,4,,1858, Image 3,
DAVIS,The spirit of democracy ,1,,Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,June,6,30,,1858, Image 4,
DAVIS,The spirit of democracy ,1,,Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,July,7,7,,1858, Image 4,
DAVIS,The spirit of democracy ,1,,Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,March,3,31,,1858, Image 3,
DAVIS,The spirit of democracy ,1,,Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,April,4,28,,1858, Image 3,
DAVIS,The spirit of democracy ,1,,Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,April,4,7,,1858, Image 3,
DAVIS,The spirit of democracy ,1,,Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,June,6,9,,1858, Image 4,
DAVIS,The spirit of democracy ,1,,Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,April,4,14,,1858, Image 3,
Dale,The spirit of democracy ,1,N/A (Andreth's Warrented Garden Seeds - Fresh Shaker Seeds),Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,April,4,21,,1858, Image 3,
Dale,The spirit of democracy ,1,N/A (Andreth's Warrented Garden Seeds - Fresh Shaker Seeds),Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,March,3,24,,1858, Image 3,
Dale,The spirit of democracy ,1,N/A (Andreth's Warrented Garden Seeds - Fresh Shaker Seeds),Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,June,6,2,,1858, Image 4,
Dale,The spirit of democracy ,1,N/A (Andreth's Warrented Garden Seeds - Fresh Shaker Seeds),Woodsfield,OH,39.751516,-81.075921,"39.751516,-81.075921",,Ohio,May,5,19,,1858, Image 4,
Dale,Shepherdstown register ,1,N/A (Shaker Garden Seeds for sale by Baker & Billmyer),Shepherdstown,WV,39.4301,-77.80416,"39.4301,-77.80416",,Va. [W. Va.],May,5,22,,1858, Image 4,
Dale,Shepherdstown register ,1,N/A (Shaker Garden Seeds for sale by Baker & Billmyer),Shepherdstown,WV,39.4301,-77.80416,"39.4301,-77.80416",,Va. [W. Va.],May,5,29,,1858, Image 4,
Dale,Shepherdstown register ,1,N/A (Shaker Garden Seeds for sale by Baker & Billmyer),Shepherdstown,WV,39.4301,-77.80416,"39.4301,-77.80416",,Va. [W. Va.],June,6,12,,1858, Image 4,
Dale,Arkansas true Democrat ,1,N/A (Shaker Garden Seeds at M. Osborn),Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,March,3,16,,1859, Image 1,
Dale,Arkansas true Democrat ,1,N/A (Shaker Garden Seeds at M. Osborn),Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,March,3,23,,1859, Image 1,
Dale,Arkansas true Democrat ,1,N/A (Shaker Garden Seeds at M. Osborn),Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,March,3,9,,1859, Image 3,
Dale,Arkansas true Democrat ,1,N/A (Shaker Garden Seeds at M. Osborn),Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,March,3,30,,1859, Image 4,
Dale,Arkansas true Democrat ,1,N/A (Shaker Garden Seeds at M. Osborn),Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,April,4,6,,1859, Image 4,
Dale,Arkansas true Democrat ,1,"""Shaker Society in Kentucky"" sold by Rapley Hanger & Co.",Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,March,3,9,,1859, Image 4,
Dale,Washington telegraph ,1,"South Union, Kentucky",Washington,AR,47.407324,-120.5758,"47.407324,-120.5758",,Ark.,March,3,30,,1859, Image 4,
Dale,Arkansas true Democrat ,1,"""Shaker Society in Kentucky"" sold by Rapley Hanger & Co.",Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,February,2,2,,1859, Image 3,
Dale,Arkansas true Democrat ,1,"""Shaker Society in Kentucky"" sold by Rapley Hanger & Co.",Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,March,3,2,,1859, Image 4,
Dale,Arkansas true Democrat ,1,"""Shaker Society in Kentucky"" sold by Rapley Hanger & Co.",Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,February,2,9,,1859, Image 4,
Dale,Arkansas true Democrat ,1,"""Shaker Society in Kentucky"" sold by Rapley Hanger & Co.",Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,Ark.,February,2,23,,1859, Image 4,
Dale,Mountain Democrat ,1,N/A,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,January,1,29,,1859, Image 3,
Dale,Mountain Democrat ,1,N/A,Placerville,CA,38.730224,-120.797149,"38.730224,-120.797149", El Dorado Co.,Cal.,January,1,15,,1859, Image 4,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,16,,1859, Image 2,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,17,,1859, Image 2,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,18,,1859, Image 2,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,25,,1859, Image 4,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,28,,1859, Image 4,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,23,,1859, Image 4,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,24,,1859, Image 4,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,21,,1859, Image 3,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,22,,1859, Image 4,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,29,,1859, Image 4,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,31,,1859, Image 4,
Dale,Daily national Democrat ,1,New Lebanon,Marysville,CA,48.049576,-122.161951,"48.049576,-122.161951",,Calif.,December,12,30,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,July,7,16,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,October,10,29,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,October,10,15,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,April,4,23,,1859, Image 3,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,June,6,11,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,August,8,13,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,August,8,20,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,March,3,26,,1859, Image 3,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,June,6,25,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,September,9,10,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,September,9,24,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,October,10,1,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,October,10,22,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,May,5,28,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,July,7,2,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,July,7,30,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,August,8,6,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,September,9,17,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,October,10,8,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,April,4,2,,1859, Image 3,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,April,4,9,,1859, Image 3,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,May,5,7,,1859, Image 4,
Dale,The Kansas herald of freedom ,1,N/A,Wakarusa,KS,31.388747,-88.081329,"31.388747,-88.081329",,Kan. Territory,July,7,9,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,July,7,15,,1859, Image 3,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,August,8,5,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,August,8,26,,1859, Image 3,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,August,8,26,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,September,9,9,,1859, Image 3,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,September,9,9,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,September,9,16,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,September,9,23,,1859, Image 3,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,September,9,23,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,October,10,7,,1859, Image 3,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,October,10,21,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,August,8,19,,1859, Image 3,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,September,9,2,,1859, Image 3,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,September,9,30,,1859, Image 3,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,September,9,30,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,October,10,7,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,October,10,14,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,November,11,4,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,November,11,18,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,November,11,25,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,December,12,16,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,December,12,23,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,December,12,30,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,September,9,2,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,November,11,11,,1859, Image 4,
Dale,The Bossier banner ,1,N/A,Bellevue,LA,47.615471,-122.207221,"47.615471,-122.207221", Bossier Parish,La.,December,12,9,,1859, Image 4,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,May,5,7,,1859, Image 1,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,February,2,12,,1859, Image 2,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,February,2,19,,1859, Image 1,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,March,3,19,,1859, Image 1,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,January,1,8,,1859, Image 2,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,November,11,26,,1859, Image 1,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,July,7,23,,1859, Image 1,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,August,8,20,,1859, Image 1,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,August,8,6,,1859, Image 1,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,October,10,29,,1859, Image 1,
Dale,The Opelousas patriot ,1,In French ,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,January,1,15,,1859, Image 4,
Dale,The Opelousas patriot ,1,In French ,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,February,2,12,,1859, Image 4,
Dale,The Opelousas patriot ,1,In French ,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,February,2,19,,1859, Image 4,
Dale,The Opelousas patriot ,1,In French ,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,February,2,5,,1859, Image 3,
Dale,The Opelousas patriot ,1,In French ,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,January,1,8,,1859, Image 4,
Dale,The Opelousas patriot ,1,In French ,Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,April,4,16,,1859, Image 1,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,July,7,16,,1859, Image 1,
Dale,The Opelousas patriot ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961", Parish of St. Landry,La.,April,4,23,,1859, Image 1,
Dale,The Opelousas courier ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961",,La.,April,4,9,,1859, Image 1,
Dale,The Opelousas courier ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961",,La.,May,5,21,,1859, Image 1,
Dale,The Opelousas courier ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961",,La.,March,3,26,,1859, Image 1,
Dale,The Opelousas courier ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961",,La.,February,2,12,,1859, Image 2,
Dale,The Opelousas courier ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961",,La.,February,2,19,,1859, Image 2,
Dale,The Opelousas courier ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961",,La.,February,2,26,,1859, Image 2,
Dale,The Opelousas courier ,1,N/A (sold by P. Leonce Hebrard),Opelousas,LA,30.533657,-92.104961,"30.533657,-92.104961",,La.,March,3,5,,1859, Image 2,
